Fre(Hz)  	er	ei	ur	ui	Zin	Reflectivity
12048250000.0000	11.7677	2.2038	1.0492	0.0006	1.1034	42.8911
12050875000.0000	11.7474	2.1811	1.0432	0.0049	1.0915	44.7571
12053500000.0000	11.7544	2.1521	1.0516	0.0049	1.1210	43.8199
12056125000.0000	11.8078	2.2155	1.0568	0.0054	1.1427	41.6253
12058750000.0000	11.7034	2.1666	1.0392	0.0022	1.0736	45.4073
12061375000.0000	11.7546	2.1926	1.0516	-0.0002	1.1134	42.4050
12064000000.0000	11.7369	2.2110	1.0518	0.0017	1.1129	42.4734
12066625000.0000	11.7277	2.1973	1.0448	-0.0021	1.0882	43.2055
12069250000.0000	11.7430	2.1781	1.0490	0.0033	1.1134	43.3469
12071875000.0000	11.7418	2.1824	1.0508	-0.0009	1.1132	42.4248
12074500000.0000	11.7564	2.1757	1.0484	0.0031	1.1162	43.1643
12077125000.0000	11.7375	2.1680	1.0509	0.0034	1.1221	43.0798
12079750000.0000	11.7462	2.1532	1.0509	0.0071	1.1318	43.6243
12082375000.0000	11.7426	2.1389	1.0499	0.0028	1.1242	43.3701
12085000000.0000	11.7469	2.1704	1.0488	0.0020	1.1190	42.8762
12087625000.0000	11.7279	2.2234	1.0537	-0.0013	1.1208	41.1717
12090250000.0000	11.7766	2.1854	1.0507	0.0045	1.1347	42.2774
12092875000.0000	11.6721	2.1518	1.0463	-0.0046	1.0938	43.1966
12095500000.0000	11.7937	2.2106	1.0531	-0.0019	1.1352	40.4541
12098125000.0000	11.7243	2.1703	1.0432	0.0009	1.1024	43.4412
12100750000.0000	11.7248	2.1348	1.0458	0.0027	1.1168	43.7216
12103375000.0000	11.7835	2.1732	1.0565	-0.0035	1.1480	40.1567
12106000000.0000	11.7265	2.2024	1.0539	0.0040	1.1391	41.6237
12108625000.0000	11.7598	2.2093	1.0554	0.0005	1.1450	40.4662
12111250000.0000	11.7054	2.2386	1.0480	-0.0010	1.1090	41.4717
12113875000.0000	11.7172	2.1844	1.0482	-0.0032	1.1149	41.6902
12116500000.0000	11.7217	2.1779	1.0378	-0.0018	1.0893	43.3412
12119125000.0000	11.6819	2.1127	1.0357	0.0053	1.0924	45.8511
12121750000.0000	11.8152	2.1684	1.0569	0.0094	1.1855	41.0170
12124375000.0000	11.6732	2.0944	1.0417	0.0137	1.1236	46.4546
12127000000.0000	11.7969	2.1530	1.0460	0.0119	1.1549	43.3089
12129625000.0000	11.7133	2.1706	1.0471	0.0070	1.1338	43.0183
12132250000.0000	11.8021	2.2535	1.0618	0.0036	1.1837	38.2381
12134875000.0000	11.7547	2.1091	1.0427	0.0122	1.1440	44.7645
12137500000.0000	11.7177	2.1497	1.0402	-0.0001	1.1090	43.1217
12140125000.0000	11.7180	2.1677	1.0462	0.0025	1.1301	42.2676
12142750000.0000	11.6928	2.1764	1.0434	-0.0042	1.1076	41.9062
12145375000.0000	11.7563	2.1589	1.0484	0.0123	1.1626	42.8659
12148000000.0000	11.7245	2.1701	1.0441	0.0054	1.1323	42.6642
12150625000.0000	11.7132	2.1569	1.0497	0.0073	1.1529	42.3307
12153250000.0000	11.7139	2.1466	1.0462	0.0035	1.1383	42.4059
12155875000.0000	11.6990	2.1948	1.0510	0.0058	1.1502	41.4136
12158500000.0000	11.7104	2.1469	1.0428	0.0061	1.1334	43.1660
12161125000.0000	11.6648	2.1664	1.0473	0.0066	1.1383	42.7036
12163750000.0000	11.7463	2.1847	1.0498	0.0105	1.1677	41.6617
12166375000.0000	11.7354	2.1966	1.0482	0.0079	1.1563	41.4386
12169000000.0000	11.7031	2.1804	1.0493	0.0093	1.1583	41.9586
12171625000.0000	11.6980	2.0960	1.0519	0.0074	1.1723	42.5265
12174250000.0000	11.7448	2.1518	1.0489	0.0160	1.1818	42.8071
12176875000.0000	11.7256	2.2033	1.0615	0.0087	1.2021	39.2640
12179500000.0000	11.6892	2.1654	1.0503	0.0035	1.1557	41.1301
12182125000.0000	11.7197	2.2018	1.0543	0.0035	1.1714	39.6417
12184750000.0000	11.6714	2.1707	1.0604	0.0076	1.1926	40.1316
12187375000.0000	11.7012	2.1357	1.0544	0.0174	1.2006	42.5558
12190000000.0000	11.7022	2.2078	1.0649	0.0156	1.2263	39.4946
12192625000.0000	11.7175	2.1547	1.0546	0.0047	1.1839	40.1444
12195250000.0000	11.6763	2.1900	1.0515	0.0036	1.1615	40.3584
12197875000.0000	11.6558	2.2081	1.0631	0.0032	1.1922	38.4897
12200500000.0000	11.6327	2.2055	1.0601	0.0023	1.1777	39.0657
12203125000.0000	11.6728	2.2001	1.0546	0.0180	1.1970	41.5066
12205750000.0000	11.6966	2.1860	1.0617	0.0117	1.2175	39.4294
12208375000.0000	11.6953	2.1607	1.0525	0.0136	1.1943	41.4235
12211000000.0000	11.7744	2.1462	1.0448	0.0242	1.2063	43.5399
12213625000.0000	11.6736	2.1995	1.0511	0.0045	1.1682	39.9673
12216250000.0000	11.6954	2.1443	1.0494	0.0146	1.1912	42.0913
12218875000.0000	11.6061	2.1988	1.0575	-0.0008	1.1681	38.9759
12221500000.0000	11.6679	2.1968	1.0587	0.0108	1.2060	39.5248
12224125000.0000	11.6685	2.1338	1.0479	0.0094	1.1767	41.8214
12226750000.0000	11.6398	2.1602	1.0506	0.0066	1.1732	40.8910
12229375000.0000	11.7140	2.1039	1.0487	0.0171	1.2076	42.6538
12232000000.0000	11.7309	2.1886	1.0549	0.0164	1.2235	40.0085
12234625000.0000	11.6896	2.1736	1.0543	0.0149	1.2123	40.5018
12237250000.0000	11.6480	2.2001	1.0546	0.0091	1.1926	39.6846
12239875000.0000	11.7006	2.1596	1.0571	0.0122	1.2237	39.6443
12242500000.0000	11.6915	2.1340	1.0532	0.0138	1.2155	40.8766
12245125000.0000	11.6754	2.1553	1.0543	0.0138	1.2144	40.5178
12247750000.0000	11.6895	2.1289	1.0536	0.0089	1.2109	40.0923
12250375000.0000	11.6507	2.1763	1.0551	0.0040	1.1946	38.9022
12253000000.0000	11.6897	2.1660	1.0616	0.0044	1.2278	37.5903
12255625000.0000	11.6399	2.1272	1.0509	0.0136	1.2030	41.5541
12258250000.0000	11.6735	2.1916	1.0659	0.0142	1.2566	37.8827
12260875000.0000	11.6472	2.1506	1.0537	0.0051	1.1989	39.3905
12263500000.0000	11.6757	2.1449	1.0562	0.0055	1.2159	38.7469
12266125000.0000	11.6545	2.1178	1.0537	0.0135	1.2216	40.7976
12268750000.0000	11.6249	2.0966	1.0402	0.0197	1.1832	44.4359
12271375000.0000	11.6035	2.1366	1.0518	0.0113	1.2005	40.9204
12274000000.0000	11.6769	2.1107	1.0522	0.0157	1.2302	41.0146
12276625000.0000	11.6705	2.1445	1.0669	0.0117	1.2703	37.6086
12279250000.0000	11.6964	2.1050	1.0581	0.0205	1.2681	40.5469
12281875000.0000	11.6524	2.0697	1.0588	0.0250	1.2739	42.1694
12284500000.0000	11.6790	2.0701	1.0482	0.0160	1.2272	42.0405
12287125000.0000	11.5850	2.1205	1.0449	0.0074	1.1765	41.4697
12289750000.0000	11.5975	2.1178	1.0573	0.0103	1.2268	39.8027
12292375000.0000	11.6739	2.0634	1.0531	0.0206	1.2565	41.9518
12295000000.0000	11.6712	2.0742	1.0514	0.0185	1.2461	41.6635
12297625000.0000	11.6580	2.1116	1.0541	0.0252	1.2618	41.7462
12300250000.0000	11.6434	2.0875	1.0569	0.0201	1.2632	40.9797
12302875000.0000	11.6394	2.0319	1.0428	0.0167	1.2135	43.5815
12305500000.0000	11.6724	2.0879	1.0532	0.0235	1.2660	41.6522
12308125000.0000	11.5903	2.0404	1.0479	0.0145	1.2179	42.6992
12310750000.0000	11.5689	2.0090	1.0479	0.0127	1.2151	43.0911
12313375000.0000	11.6317	2.0839	1.0533	0.0194	1.2533	41.2835
12316000000.0000	11.5668	2.1443	1.0639	0.0179	1.2666	39.0720
12318625000.0000	11.6153	2.0633	1.0532	0.0191	1.2536	41.6416
12321250000.0000	11.5577	2.0936	1.0585	0.0152	1.2491	40.3031
12323875000.0000	11.5800	2.0781	1.0617	0.0193	1.2770	40.3261
12326500000.0000	11.6286	2.0993	1.0575	0.0206	1.2752	40.2400
12329125000.0000	11.5868	2.0492	1.0556	0.0096	1.2450	40.0750
12331750000.0000	11.5907	2.0955	1.0562	0.0160	1.2557	40.0783
12334375000.0000	11.6024	2.0898	1.0529	0.0224	1.2607	41.4860
12337000000.0000	11.6030	2.0854	1.0663	0.0095	1.2866	37.4261
12339625000.0000	11.5648	2.1151	1.0607	0.0222	1.2790	40.0791
12342250000.0000	11.6013	2.0929	1.0600	0.0153	1.2762	39.0127
12344875000.0000	11.5945	2.1362	1.0684	0.0008	1.2709	35.1373
12347500000.0000	11.6059	2.0674	1.0735	0.0141	1.3323	36.8574
12350125000.0000	11.5613	2.0868	1.0563	0.0077	1.2440	38.8708
12352750000.0000	11.5458	2.0897	1.0680	0.0115	1.2899	37.6146
12355375000.0000	11.6059	2.0416	1.0579	0.0192	1.2911	40.3846
12358000000.0000	11.5541	2.0590	1.0482	0.0172	1.2382	41.8625
12360625000.0000	11.5626	2.0524	1.0580	0.0124	1.2686	39.5006
12363250000.0000	11.5760	2.1255	1.0738	0.0151	1.3274	35.9786
12365875000.0000	11.5425	2.0999	1.0591	0.0163	1.2722	39.2281
12368500000.0000	11.5753	2.1507	1.0753	0.0218	1.3473	36.1248
12371125000.0000	11.5109	2.0973	1.0667	0.0105	1.2833	37.4745
12373750000.0000	11.5633	2.0228	1.0619	0.0175	1.3044	39.7609
12376375000.0000	11.5539	1.9987	1.0534	0.0100	1.2607	40.4018
12379000000.0000	11.5853	2.0701	1.0687	0.0194	1.3368	37.7570
12381625000.0000	11.5622	2.0589	1.0632	0.0164	1.3062	38.5850
12384250000.0000	11.6063	2.0425	1.0606	0.0223	1.3237	39.6194
12386875000.0000	11.5314	2.0910	1.0645	0.0094	1.2871	37.1017
12389500000.0000	11.5602	2.0773	1.0663	0.0173	1.3213	37.7263
12392125000.0000	11.5252	2.0309	1.0610	0.0135	1.2920	39.1008
12394750000.0000	11.5606	2.1096	1.0667	0.0177	1.3221	37.0433
12397375000.0000	11.5741	2.0469	1.0633	0.0196	1.3268	38.6842
12400000000.0000	11.5687	2.0386	1.0632	0.0167	1.3216	38.3728
