Fre(Hz)  	er	ei	ur	ui	Zin	Reflectivity
10124125000.0000	11.9479	1.8055	1.0279	0.0168	0.5948	81.7997
10126750000.0000	12.0065	1.8317	1.0276	0.0200	0.5979	81.7737
10129375000.0000	11.9784	1.8651	1.0333	0.0253	0.6041	81.8148
10132000000.0000	12.0082	1.8302	1.0250	0.0316	0.5980	83.1852
10134625000.0000	11.9701	1.8377	1.0274	0.0235	0.5980	82.1113
10137250000.0000	11.9521	1.8259	1.0222	0.0143	0.5904	81.4369
10139875000.0000	11.9710	1.7955	1.0182	0.0205	0.5886	82.5485
10142500000.0000	12.0034	1.8251	1.0245	0.0276	0.5983	82.7133
10145125000.0000	11.9756	1.8046	1.0178	0.0270	0.5902	83.1639
10147750000.0000	11.9991	1.8148	1.0212	0.0275	0.5953	82.9144
10150375000.0000	11.9656	1.8288	1.0281	0.0260	0.6016	82.3434
10153000000.0000	11.9909	1.8367	1.0189	0.0318	0.5940	83.2668
10155625000.0000	12.0193	1.8428	1.0204	0.0376	0.5983	83.7508
10158250000.0000	11.9850	1.8578	1.0290	0.0261	0.6046	81.9202
10160875000.0000	11.9873	1.8621	1.0182	0.0247	0.5930	82.1585
10163500000.0000	12.0168	1.7530	1.0180	0.0340	0.5966	84.3092
10166125000.0000	12.0221	1.8702	1.0231	0.0162	0.5993	80.7859
10168750000.0000	12.0386	1.8396	1.0187	0.0333	0.5988	83.2133
10171375000.0000	12.0215	1.7774	1.0153	0.0272	0.5939	83.2848
10174000000.0000	12.0511	1.8342	1.0168	0.0331	0.5980	83.2692
10176625000.0000	12.0424	1.8730	1.0244	0.0303	0.6059	82.1924
10179250000.0000	11.9579	1.8103	1.0122	0.0377	0.5905	84.3557
10181875000.0000	11.9803	1.7534	1.0118	0.0335	0.5911	84.4147
10184500000.0000	12.0214	1.7980	1.0192	0.0306	0.6009	83.2180
10187125000.0000	12.0194	1.7953	1.0170	0.0311	0.5988	83.3761
10189750000.0000	12.0554	1.8291	1.0252	0.0234	0.6087	81.6749
10192375000.0000	11.9737	1.7764	1.0182	0.0215	0.5974	82.4319
10195000000.0000	12.0038	1.8194	1.0175	0.0277	0.5993	82.6740
10197625000.0000	12.0080	1.8142	1.0159	0.0333	0.5992	83.4264
10200250000.0000	11.9891	1.8025	1.0161	0.0310	0.5985	83.2779
10202875000.0000	11.9974	1.8283	1.0156	0.0256	0.5977	82.3606
10205500000.0000	11.9637	1.8208	1.0223	0.0202	0.6032	81.5609
10208125000.0000	11.9796	1.7996	1.0162	0.0198	0.5976	81.9504
10210750000.0000	11.9684	1.8000	1.0159	0.0227	0.5977	82.2974
10213375000.0000	12.0106	1.7988	1.0140	0.0268	0.5986	82.7765
10216000000.0000	11.9732	1.7752	1.0059	0.0207	0.5875	82.6886
10218625000.0000	11.9723	1.8160	1.0174	0.0210	0.6004	81.7909
10221250000.0000	12.0012	1.8456	1.0252	0.0308	0.6127	82.2176
10223875000.0000	12.0009	1.7617	1.0104	0.0342	0.5973	84.1320
10226500000.0000	11.9840	1.8304	1.0233	0.0246	0.6095	81.7208
10229125000.0000	11.9847	1.8376	1.0172	0.0268	0.6035	82.1435
10231750000.0000	12.0181	1.8744	1.0277	0.0225	0.6164	80.6949
10234375000.0000	11.9620	1.8646	1.0218	0.0101	0.6053	79.7342
10237000000.0000	12.0059	1.8212	1.0184	0.0256	0.6070	82.0169
10239625000.0000	12.0712	1.8616	1.0389	0.0391	0.6371	82.1571
10242250000.0000	11.9821	1.7754	1.0183	0.0339	0.6084	83.5185
10244875000.0000	12.0163	1.8403	1.0259	0.0283	0.6179	81.7185
10247500000.0000	11.9372	1.9315	1.0282	0.0054	0.6120	78.1881
10250125000.0000	11.9204	1.8756	1.0175	0.0112	0.6012	79.9085
10252750000.0000	11.9956	1.7709	1.0105	0.0280	0.6009	83.0774
10255375000.0000	11.9959	1.7864	1.0227	0.0262	0.6149	82.1397
10258000000.0000	11.9694	1.8629	1.0204	0.0134	0.6085	79.9739
10260625000.0000	11.9461	1.8480	1.0295	0.0120	0.6181	79.5640
10263250000.0000	11.9973	1.8261	1.0225	0.0337	0.6172	82.5703
10265875000.0000	12.0577	1.8864	1.0293	0.0263	0.6269	80.5505
10268500000.0000	11.9478	1.8261	1.0211	0.0145	0.6106	80.3982
10271125000.0000	11.9820	1.8443	1.0165	0.0209	0.6084	81.0745
10273750000.0000	11.9877	1.8375	1.0206	0.0161	0.6130	80.3538
10276375000.0000	12.0150	1.8324	1.0286	0.0206	0.6250	80.4793
10279000000.0000	11.9739	1.8685	1.0173	0.0185	0.6096	80.4450
10281625000.0000	11.9485	1.8595	1.0207	0.0172	0.6126	80.2669
10284250000.0000	11.9435	1.8805	1.0240	0.0191	0.6168	80.0985
10286875000.0000	12.0328	1.8791	1.0216	0.0246	0.6201	80.6611
10289500000.0000	11.9828	1.8399	1.0195	0.0218	0.6153	80.9205
10292125000.0000	11.9657	1.8402	1.0231	0.0264	0.6199	81.3185
10294750000.0000	11.9755	1.8547	1.0191	0.0234	0.6155	80.9417
10297375000.0000	11.9872	1.8766	1.0198	0.0249	0.6176	80.8108
10300000000.0000	11.9972	1.8605	1.0180	0.0292	0.6173	81.5512
10302625000.0000	11.9952	1.8595	1.0260	0.0348	0.6282	81.8535
10305250000.0000	11.9711	1.8428	1.0214	0.0286	0.6209	81.5083
10307875000.0000	12.0000	1.8723	1.0182	0.0215	0.6175	80.4034
10310500000.0000	11.9843	1.8321	1.0258	0.0331	0.6286	81.9069
10313125000.0000	11.9997	1.8498	1.0209	0.0330	0.6239	81.8760
10315750000.0000	12.0331	1.7986	1.0166	0.0372	0.6220	83.0953
10318375000.0000	12.0141	1.9143	1.0275	0.0199	0.6304	79.1833
10321000000.0000	12.0024	1.8608	1.0253	0.0230	0.6286	80.2486
10323625000.0000	11.9589	1.8271	1.0112	0.0299	0.6119	82.1729
10326250000.0000	11.9574	1.8459	1.0053	0.0397	0.6071	83.4286
10328875000.0000	11.9919	1.7983	1.0160	0.0343	0.6210	82.7144
10331500000.0000	11.9638	1.8784	1.0187	0.0287	0.6217	81.0601
10334125000.0000	11.9821	1.8259	1.0151	0.0385	0.6210	82.9587
10336750000.0000	11.9740	1.8475	1.0170	0.0337	0.6223	82.0240
10339375000.0000	12.0113	1.8167	1.0173	0.0367	0.6257	82.6427
10342000000.0000	11.9740	1.8197	1.0052	0.0371	0.6101	83.2437
10344625000.0000	11.9757	1.8599	1.0216	0.0260	0.6277	80.6488
10347250000.0000	11.9868	1.8163	1.0192	0.0279	0.6265	81.4232
10349875000.0000	11.9259	1.8792	1.0154	0.0174	0.6169	79.7697
10352500000.0000	12.0308	1.8863	1.0246	0.0203	0.6342	79.3132
10355125000.0000	11.9813	1.8443	1.0251	0.0258	0.6341	80.5158
10357750000.0000	11.9773	1.8523	1.0170	0.0272	0.6248	80.9842
10360375000.0000	11.9685	1.8374	1.0229	0.0279	0.6322	80.9422
10363000000.0000	11.9702	1.8707	1.0177	0.0302	0.6267	81.0778
10365625000.0000	11.9587	1.8454	1.0225	0.0273	0.6320	80.7644
10368250000.0000	11.9665	1.8347	1.0232	0.0254	0.6334	80.5757
10370875000.0000	11.9663	1.8349	1.0174	0.0272	0.6272	81.0590
10373500000.0000	11.9459	1.8302	1.0195	0.0234	0.6284	80.5546
10376125000.0000	11.9696	1.8590	1.0209	0.0233	0.6316	80.0875
10378750000.0000	11.9637	1.8494	1.0238	0.0272	0.6361	80.5193
10381375000.0000	11.9525	1.8493	1.0249	0.0243	0.6368	80.1093
10384000000.0000	11.9289	1.8644	1.0254	0.0192	0.6353	79.3265
10386625000.0000	11.9371	1.8809	1.0295	0.0193	0.6412	78.8929
10389250000.0000	11.9588	1.8666	1.0228	0.0284	0.6367	80.4379
10391875000.0000	11.8919	1.8508	1.0193	0.0175	0.6272	79.5799
10394500000.0000	11.8718	1.7896	1.0075	0.0194	0.6136	81.0523
10397125000.0000	11.9331	1.8458	1.0160	0.0159	0.6261	79.4552
10399750000.0000	11.9422	1.8562	1.0241	0.0228	0.6382	79.7388
10402375000.0000	11.9541	1.8361	1.0315	0.0279	0.6497	80.1748
10405000000.0000	11.9732	1.8804	1.0222	0.0260	0.6390	79.8409
10407625000.0000	11.9059	1.8030	1.0031	0.0185	0.6121	80.8251
10410250000.0000	11.8869	1.8582	1.0136	0.0120	0.6222	78.9739
10412875000.0000	11.9757	1.9035	1.0317	0.0222	0.6514	78.5401
10415500000.0000	11.8511	1.8074	1.0041	0.0155	0.6112	80.4290
10418125000.0000	11.9029	1.8665	1.0123	0.0107	0.6226	78.6821
10420750000.0000	11.9098	1.8509	1.0249	0.0190	0.6404	79.1723
10423375000.0000	11.9572	1.8234	1.0292	0.0322	0.6520	80.7954
10426000000.0000	11.9094	1.8410	1.0283	0.0196	0.6458	79.1290
10428625000.0000	11.8992	1.7765	1.0126	0.0251	0.6281	81.3106
10431250000.0000	11.9318	1.8369	1.0246	0.0264	0.6449	80.1104
10433875000.0000	11.8952	1.8011	1.0160	0.0219	0.6321	80.4381
10436500000.0000	11.8883	1.8588	1.0275	0.0163	0.6448	78.5108
10439125000.0000	11.9154	1.8290	1.0225	0.0200	0.6415	79.4641
10441750000.0000	11.9177	1.8824	1.0275	0.0170	0.6473	78.2086
10444375000.0000	11.9463	1.8370	1.0270	0.0240	0.6507	79.5152
10447000000.0000	11.9169	1.8683	1.0233	0.0213	0.6440	79.0712
10449625000.0000	11.9226	1.8601	1.0270	0.0227	0.6498	79.1015
10452250000.0000	11.9149	1.8521	1.0260	0.0226	0.6487	79.2290
10454875000.0000	11.9296	1.8524	1.0267	0.0243	0.6512	79.3446
10457500000.0000	11.9143	1.8482	1.0284	0.0232	0.6528	79.1805
10460125000.0000	11.9065	1.8636	1.0231	0.0168	0.6447	78.4689
10462750000.0000	11.9025	1.8162	1.0231	0.0252	0.6472	80.0423
10465375000.0000	11.9102	1.8738	1.0252	0.0232	0.6498	78.9871
10468000000.0000	11.9438	1.8397	1.0276	0.0241	0.6557	79.2570
10470625000.0000	11.9028	1.8695	1.0248	0.0133	0.6476	77.7974
10473250000.0000	11.9155	1.8572	1.0290	0.0203	0.6559	78.5183
10475875000.0000	11.9585	1.8067	1.0432	0.0237	0.6787	78.6351
10478500000.0000	11.9590	1.8117	1.0296	0.0331	0.6634	80.5141
10481125000.0000	11.9330	1.8897	1.0323	0.0146	0.6610	77.1250
10483750000.0000	11.9365	1.8663	1.0346	0.0302	0.6686	79.2225
10486375000.0000	11.9644	1.8375	1.0311	0.0292	0.6662	79.5258
10489000000.0000	11.9426	1.8820	1.0266	0.0144	0.6557	77.3929
10491625000.0000	11.8782	1.8252	1.0252	0.0200	0.6525	78.9589
10494250000.0000	11.8791	1.8256	1.0123	0.0233	0.6376	80.0125
10496875000.0000	11.8772	1.8476	1.0244	0.0118	0.6504	77.6826
10499500000.0000	11.9251	1.8667	1.0285	0.0256	0.6619	78.8172
10502125000.0000	11.9874	1.8431	1.0318	0.0300	0.6717	79.3231
10504750000.0000	11.9262	1.7606	1.0188	0.0355	0.6535	81.8324
10507375000.0000	11.9452	1.7906	1.0189	0.0184	0.6512	79.1485
10510000000.0000	11.9823	1.8124	1.0324	0.0271	0.6734	79.1964
10512625000.0000	11.9596	1.8359	1.0346	0.0177	0.6729	77.6037
10515250000.0000	11.9291	1.8539	1.0402	0.0162	0.6785	76.9369
10517875000.0000	11.9312	1.7913	1.0184	0.0209	0.6523	79.4295
10520500000.0000	11.9347	1.8355	1.0303	0.0136	0.6663	77.3024
10523125000.0000	11.9384	1.7845	1.0297	0.0175	0.6677	78.3967
10525750000.0000	11.9384	1.7942	1.0218	0.0166	0.6577	78.5661
10528375000.0000	11.9235	1.8160	1.0213	0.0160	0.6563	78.2832
10531000000.0000	11.9567	1.8041	1.0253	0.0179	0.6645	78.3302
10533625000.0000	11.9363	1.7963	1.0223	0.0180	0.6599	78.6276
10536250000.0000	11.9208	1.8187	1.0273	0.0101	0.6640	77.0916
10538875000.0000	11.9741	1.7895	1.0247	0.0153	0.6657	78.0593
10541500000.0000	11.9465	1.7748	1.0265	0.0190	0.6680	78.6677
10544125000.0000	11.9496	1.7994	1.0281	0.0099	0.6684	77.0812
10546750000.0000	11.9390	1.8070	1.0139	0.0130	0.6504	78.1774
10549375000.0000	11.9162	1.8115	1.0335	0.0101	0.6745	76.7004
10552000000.0000	11.9420	1.7558	1.0199	0.0308	0.6638	80.7366
10554625000.0000	11.9333	1.7899	1.0303	0.0171	0.6742	77.9391
10557250000.0000	11.9618	1.8104	1.0345	0.0146	0.6813	77.0170
10559875000.0000	11.9208	1.7915	1.0314	0.0200	0.6766	78.2163
10562500000.0000	11.9778	1.7522	1.0317	0.0273	0.6832	79.4866
10565125000.0000	11.9460	1.8730	1.0402	0.0106	0.6880	75.3914
10567750000.0000	11.9236	1.8282	1.0337	0.0190	0.6809	77.4239
10570375000.0000	11.9429	1.7330	1.0366	0.0311	0.6904	79.9982
10573000000.0000	11.8668	1.8124	1.0152	0.0026	0.6504	76.6837
10575625000.0000	11.9311	1.8200	1.0325	0.0179	0.6811	77.3451
10578250000.0000	11.9506	1.8433	1.0424	0.0059	0.6930	74.8459
10580875000.0000	11.9067	1.8488	1.0368	0.0031	0.6823	74.8779
10583500000.0000	11.9832	1.7717	1.0273	0.0294	0.6822	79.5573
10586125000.0000	11.9191	1.8102	1.0276	0.0255	0.6779	78.6776
10588750000.0000	11.9339	1.8394	1.0430	0.0104	0.6962	75.3539
10591375000.0000	11.8878	1.8004	1.0255	0.0194	0.6728	78.1233
10594000000.0000	11.9311	1.8050	1.0315	0.0201	0.6842	77.6716
10596625000.0000	11.8584	1.7806	1.0144	0.0036	0.6539	76.9764
10599250000.0000	11.9294	1.8020	1.0237	0.0221	0.6750	78.3765
10601875000.0000	11.9239	1.8634	1.0358	0.0115	0.6884	75.5272
10604500000.0000	11.9072	1.8611	1.0340	0.0048	0.6836	74.8401
10607125000.0000	11.9297	1.8243	1.0313	0.0153	0.6851	76.6741
10609750000.0000	11.9264	1.8216	1.0321	0.0103	0.6852	75.9950
10612375000.0000	11.9066	1.8247	1.0342	0.0070	0.6865	75.4337
10615000000.0000	11.9293	1.8009	1.0271	0.0114	0.6802	76.5991
10617625000.0000	11.9270	1.8140	1.0330	0.0163	0.6898	76.7315
10620250000.0000	11.8999	1.8179	1.0316	0.0085	0.6845	75.7976
10622875000.0000	11.9159	1.7735	1.0228	0.0175	0.6768	77.9422
10625500000.0000	11.9331	1.8165	1.0254	0.0217	0.6826	77.7573
10628125000.0000	11.8967	1.8235	1.0408	0.0070	0.6982	74.9007
10630750000.0000	11.8856	1.8566	1.0340	0.0142	0.6901	75.8698
10633375000.0000	11.9391	1.7962	1.0472	0.0205	0.7153	76.4525
10636000000.0000	11.9587	1.8505	1.0442	0.0145	0.7106	75.0491
10638625000.0000	11.9524	1.8000	1.0312	0.0153	0.6931	76.5543
10641250000.0000	11.9123	1.8386	1.0311	0.0215	0.6921	77.0237
10643875000.0000	11.9519	1.8222	1.0259	0.0191	0.6876	77.0513
10646500000.0000	11.9901	1.8029	1.0526	0.0260	0.7313	76.4977
10649125000.0000	12.0102	1.8557	1.0469	0.0242	0.7238	75.8060
10651750000.0000	11.9597	1.8484	1.0222	0.0204	0.6845	77.0244
10654375000.0000	11.9944	1.8123	1.0232	0.0311	0.6919	78.7702
10657000000.0000	11.9419	1.8214	1.0268	0.0245	0.6923	77.6439
10659625000.0000	11.9704	1.8659	1.0356	0.0106	0.7028	74.5608
10662250000.0000	12.0243	1.8430	1.0333	0.0424	0.7129	79.2579
10664875000.0000	11.9927	1.8194	1.0308	0.0344	0.7057	78.6078
10667500000.0000	11.9899	1.8487	1.0354	0.0213	0.7088	76.0746
10670125000.0000	11.9738	1.7912	1.0180	0.0281	0.6858	78.8064
10672750000.0000	11.9665	1.8235	1.0278	0.0228	0.6980	77.0741
10675375000.0000	11.9374	1.8621	1.0442	0.0123	0.7169	74.2154
10678000000.0000	11.9188	1.8822	1.0383	0.0133	0.7076	74.5096
10680625000.0000	11.9405	1.8003	1.0252	0.0219	0.6944	77.3894
10683250000.0000	11.9900	1.7740	1.0210	0.0319	0.6950	79.2227
10685875000.0000	11.9414	1.8540	1.0375	0.0151	0.7105	74.9692
10688500000.0000	11.9806	1.8094	1.0307	0.0260	0.7076	77.3100
10691125000.0000	11.9436	1.7981	1.0275	0.0170	0.6987	76.4835
10693750000.0000	11.9341	1.7908	1.0215	0.0192	0.6908	77.2320
10696375000.0000	11.9036	1.7937	1.0299	0.0144	0.6999	76.0974
10699000000.0000	11.9329	1.8424	1.0252	0.0174	0.6960	76.0678
10701625000.0000	11.9718	1.8168	1.0320	0.0259	0.7117	77.0029
10704250000.0000	11.9154	1.8447	1.0344	0.0196	0.7096	75.7720
10706875000.0000	11.8933	1.8004	1.0303	0.0202	0.7035	76.7007
10709500000.0000	11.9515	1.8028	1.0257	0.0200	0.7013	76.7073
10712125000.0000	11.9349	1.8385	1.0265	0.0257	0.7030	77.0392
10714750000.0000	11.9287	1.8693	1.0174	0.0133	0.6864	75.5118
10717375000.0000	11.8992	1.8925	1.0225	0.0143	0.6923	75.1252
10720000000.0000	11.8966	1.8124	1.0352	0.0207	0.7137	76.1504
10722625000.0000	11.8972	1.8723	1.0245	0.0204	0.6980	76.0093
10725250000.0000	11.9453	1.8352	1.0285	0.0183	0.7074	75.7383
10727875000.0000	11.9081	1.8499	1.0259	0.0120	0.6997	74.9577
10730500000.0000	11.9046	1.8476	1.0168	0.0167	0.6885	76.1638
10733125000.0000	11.9132	1.8488	1.0176	0.0189	0.6912	76.3443
10735750000.0000	11.8688	1.8388	1.0346	0.0146	0.7122	74.9281
10738375000.0000	11.9190	1.7964	1.0338	0.0277	0.7194	77.1683
10741000000.0000	11.9292	1.8312	1.0412	0.0115	0.7265	73.9005
10743625000.0000	11.8970	1.8295	1.0334	0.0255	0.7173	76.4493
10746250000.0000	11.9222	1.8427	1.0358	0.0191	0.7213	75.1194
10748875000.0000	11.9128	1.8467	1.0314	0.0128	0.7128	74.4852
10751500000.0000	11.9185	1.8078	1.0210	0.0176	0.7005	76.2397
10754125000.0000	11.8786	1.8967	1.0513	0.0147	0.7410	72.8480
10756750000.0000	11.9262	1.8336	1.0300	0.0221	0.7162	75.8919
10759375000.0000	11.9446	1.8629	1.0323	0.0213	0.7210	75.1624
10762000000.0000	11.9346	1.8906	1.0430	0.0190	0.7358	73.7701
10764625000.0000	12.0213	1.8246	1.0323	0.0381	0.7333	77.8290
10767250000.0000	11.9386	1.7881	1.0225	0.0227	0.7089	76.8764
10769875000.0000	11.9341	1.8457	1.0339	0.0218	0.7252	75.2526
10772500000.0000	11.8615	1.7912	1.0232	0.0183	0.7045	76.3519
10775125000.0000	11.8699	1.8575	1.0306	0.0103	0.7133	73.9019
10777750000.0000	11.9058	1.9465	1.0403	0.0187	0.7323	73.1101
10780375000.0000	11.9526	1.8525	1.0415	0.0228	0.7408	74.6102
10783000000.0000	11.9437	1.8472	1.0391	0.0163	0.7351	73.9240
10785625000.0000	12.0131	1.8271	1.0400	0.0235	0.7449	74.8845
10788250000.0000	11.9537	1.9166	1.0312	0.0193	0.7250	73.8828
10790875000.0000	11.9653	1.9205	1.0444	0.0210	0.7473	73.0751
10793500000.0000	11.9669	1.9243	1.0347	0.0214	0.7330	73.7259
10796125000.0000	11.9029	1.7982	1.0402	0.0246	0.7400	75.6639
10798750000.0000	11.9385	1.9051	1.0390	0.0148	0.7368	72.7918
10801375000.0000	11.9020	1.9118	1.0366	0.0231	0.7337	74.1336
10804000000.0000	11.9771	1.8840	1.0373	0.0225	0.7411	74.0483
10806625000.0000	11.9684	1.8815	1.0300	0.0258	0.7309	75.0603
10809250000.0000	11.9741	1.8602	1.0368	0.0313	0.7445	75.6520
10811875000.0000	11.9939	1.8416	1.0385	0.0318	0.7497	75.7597
10814500000.0000	11.9477	1.8508	1.0337	0.0183	0.7349	74.1064
10817125000.0000	11.9370	1.8542	1.0384	0.0310	0.7460	75.6038
10819750000.0000	11.9859	1.8633	1.0486	0.0440	0.7713	76.5863
10822375000.0000	11.9645	1.8494	1.0369	0.0278	0.7460	75.1414
10825000000.0000	11.9406	1.8617	1.0343	0.0225	0.7389	74.4293
10827625000.0000	11.9553	1.8913	1.0412	0.0233	0.7514	73.5798
10830250000.0000	11.9340	1.8438	1.0393	0.0229	0.7479	74.3260
10832875000.0000	12.0112	1.8168	1.0227	0.0342	0.7321	77.2212
10835500000.0000	11.9734	1.7965	1.0273	0.0291	0.7358	76.5101
10838125000.0000	11.9141	1.8717	1.0409	0.0142	0.7472	72.5814
10840750000.0000	11.9748	1.8472	1.0327	0.0328	0.7462	75.9433
10843375000.0000	11.9637	1.8542	1.0354	0.0258	0.7479	74.6231
10846000000.0000	11.9417	1.8749	1.0364	0.0265	0.7482	74.4270
10848625000.0000	12.0064	1.8627	1.0368	0.0350	0.7578	75.5886
10851250000.0000	11.8437	1.8860	1.0390	0.0136	0.7416	72.5498
10853875000.0000	11.9924	1.8874	1.0374	0.0276	0.7560	74.0608
10856500000.0000	11.9696	1.7683	1.0228	0.0426	0.7376	79.0735
10859125000.0000	11.9456	1.8765	1.0346	0.0184	0.7460	73.1651
10861750000.0000	11.8706	1.8178	1.0206	0.0246	0.7221	76.0152
10864375000.0000	11.9684	1.8363	1.0325	0.0264	0.7489	74.8764
10867000000.0000	11.9243	1.8121	1.0353	0.0419	0.7561	77.5317
10869625000.0000	11.9166	1.8397	1.0318	0.0296	0.7460	75.4729
10872250000.0000	11.9304	1.7859	1.0319	0.0343	0.7501	76.8701
10874875000.0000	11.9846	1.8561	1.0435	0.0287	0.7712	73.9747
10877500000.0000	11.9732	1.8205	1.0354	0.0279	0.7579	74.9336
10880125000.0000	11.9643	1.8573	1.0357	0.0275	0.7577	74.3363
10882750000.0000	11.9795	1.8407	1.0356	0.0212	0.7573	73.5382
10885375000.0000	11.9412	1.8160	1.0422	0.0302	0.7692	74.8971
10888000000.0000	11.9377	1.8448	1.0315	0.0290	0.7513	75.0426
10890625000.0000	11.9375	1.8554	1.0351	0.0243	0.7560	73.8962
10893250000.0000	11.9428	1.8535	1.0236	0.0227	0.7382	74.4389
10895875000.0000	11.9468	1.8344	1.0353	0.0267	0.7594	74.4374
10898500000.0000	11.9275	1.8338	1.0402	0.0267	0.7665	74.1388
10901125000.0000	11.9128	1.8587	1.0367	0.0204	0.7577	73.1153
10903750000.0000	11.9284	1.8699	1.0375	0.0317	0.7648	74.5090
10906375000.0000	11.9387	1.8672	1.0430	0.0313	0.7753	74.0093
10909000000.0000	11.9164	1.8471	1.0352	0.0196	0.7574	73.1502
10911625000.0000	11.9356	1.8703	1.0370	0.0247	0.7639	73.3471
10914250000.0000	11.8879	1.8194	1.0328	0.0147	0.7512	73.0230
10916875000.0000	11.9162	1.8131	1.0337	0.0250	0.7592	74.4346
10919500000.0000	11.9375	1.8437	1.0368	0.0292	0.7676	74.3117
10922125000.0000	11.8819	1.9111	1.0440	0.0193	0.7709	71.5582
10924750000.0000	11.8777	1.8236	1.0402	0.0174	0.7658	72.7313
10927375000.0000	11.9868	1.8743	1.0421	0.0349	0.7845	74.0853
10930000000.0000	11.9129	1.8415	1.0362	0.0199	0.7640	72.9320
10932625000.0000	11.9033	1.8503	1.0367	0.0171	0.7635	72.3681
10935250000.0000	11.8911	1.8293	1.0336	0.0148	0.7576	72.5578
10937875000.0000	11.9521	1.9055	1.0342	0.0221	0.7656	72.2668
10940500000.0000	11.8567	1.8409	1.0389	0.0270	0.7688	73.8880
10943125000.0000	11.9065	1.7490	1.0376	0.0265	0.7727	75.0042
10945750000.0000	11.9273	1.8215	1.0367	0.0342	0.7753	75.1183
10948375000.0000	11.9740	1.8667	1.0452	0.0227	0.7895	71.8178
10951000000.0000	11.9601	1.8188	1.0366	0.0325	0.7786	74.7119
10953625000.0000	11.9002	1.8814	1.0424	0.0332	0.7834	73.6807
10956250000.0000	11.8727	1.8483	1.0400	0.0160	0.7718	71.8015
10958875000.0000	12.0247	1.8224	1.0400	0.0237	0.7887	72.6552
10961500000.0000	11.9843	1.8312	1.0457	0.0272	0.7971	72.7797
10964125000.0000	11.8840	1.8955	1.0327	0.0297	0.7669	73.5793
10966750000.0000	11.9088	1.8768	1.0420	0.0352	0.7876	73.8879
10969375000.0000	11.9763	1.8346	1.0404	0.0334	0.7914	74.0529
10972000000.0000	11.9951	1.8754	1.0412	0.0303	0.7933	72.7798
10974625000.0000	11.9771	1.8547	1.0463	0.0317	0.8022	72.9494
10977250000.0000	11.9957	1.8625	1.0307	0.0227	0.7741	72.5106
10979875000.0000	11.9582	1.8796	1.0429	0.0341	0.7966	73.2406
10982500000.0000	11.9527	1.8749	1.0417	0.0300	0.7932	72.7254
10985125000.0000	11.9194	1.8358	1.0402	0.0252	0.7870	72.7519
10987750000.0000	12.0061	1.8901	1.0371	0.0365	0.7936	73.6127
10990375000.0000	11.9778	1.8129	1.0301	0.0285	0.7777	74.0619
10993000000.0000	11.9717	1.8842	1.0408	0.0335	0.7972	72.9947
10995625000.0000	11.9669	1.8763	1.0396	0.0314	0.7946	72.8579
10998250000.0000	11.9997	1.8262	1.0342	0.0312	0.7895	73.8128
11000875000.0000	12.0106	1.8869	1.0396	0.0379	0.8026	73.5050
11003500000.0000	11.9364	1.8236	1.0311	0.0260	0.7781	73.4188
11006125000.0000	11.9529	1.8211	1.0357	0.0270	0.7885	73.1613
11008750000.0000	12.0525	1.8071	1.0363	0.0409	0.8049	75.2407
11011375000.0000	11.9463	1.8474	1.0380	0.0228	0.7911	71.9137
11014000000.0000	11.9426	1.9296	1.0407	0.0135	0.7909	69.1339
11016625000.0000	11.9990	1.8577	1.0388	0.0357	0.8038	73.4706
11019250000.0000	11.9061	1.8118	1.0312	0.0246	0.7792	73.2830
11021875000.0000	12.0158	1.8405	1.0446	0.0331	0.8165	72.7068
11024500000.0000	11.9646	1.7923	1.0333	0.0280	0.7909	73.6529
11027125000.0000	11.9270	1.8442	1.0329	0.0323	0.7884	73.7110
11029750000.0000	11.9491	1.8618	1.0401	0.0249	0.8006	71.5887
11032375000.0000	11.9461	1.9132	1.0387	0.0280	0.7988	71.4242
11035000000.0000	11.9387	1.8423	1.0330	0.0222	0.7877	71.9862
11037625000.0000	11.9923	1.8373	1.0362	0.0237	0.7996	71.7758
11040250000.0000	11.9354	1.8085	1.0244	0.0274	0.7765	73.8815
11042875000.0000	11.8909	1.8283	1.0273	0.0261	0.7775	73.3165
11045500000.0000	11.9158	1.9164	1.0322	0.0168	0.7836	70.1401
11048125000.0000	11.9052	1.8740	1.0280	0.0198	0.7780	71.5202
11050750000.0000	11.9862	1.8315	1.0284	0.0255	0.7895	72.5979
11053375000.0000	11.9395	1.8168	1.0352	0.0208	0.7963	71.6859
11056000000.0000	11.9434	1.8253	1.0275	0.0248	0.7853	72.7440
11058625000.0000	11.9471	1.8459	1.0232	0.0234	0.7780	72.5090
11061250000.0000	11.9197	1.8238	1.0263	0.0186	0.7800	71.9281
11063875000.0000	11.9352	1.8405	1.0318	0.0300	0.7959	72.9656
11066500000.0000	11.9247	1.8665	1.0332	0.0283	0.7970	72.1891
11069125000.0000	11.9091	1.8623	1.0325	0.0192	0.7915	70.9135
11071750000.0000	11.9398	1.8430	1.0268	0.0235	0.7869	72.1432
11074375000.0000	11.9318	1.8387	1.0329	0.0273	0.7993	72.3267
11077000000.0000	11.9824	1.8577	1.0373	0.0308	0.8138	72.0148
11079625000.0000	11.8850	1.8776	1.0287	0.0208	0.7857	71.2073
11082250000.0000	11.9305	1.8408	1.0343	0.0329	0.8060	72.9940
11084875000.0000	11.9257	1.8986	1.0398	0.0200	0.8098	69.6146
